class_index,cod_id,formula,reduced_formula,elements,space_group,space_group_number
17320,1524767,Er4 Fe18.9 Co15.1,Co15.1Er4Fe18.9,"Co,Er,Fe",P6_3/mmc,194
17321,2012012,Al2 P2 O8.00016,Al2O8.00016P2,"Al,O,P",P6_3mc,186
17322,2002649,Ba3 Nb9 O18,BaNb3O6,"Ba,Nb,O",R3m,160
17323,1539684,Ca4 Mg4 Sn4,CaMgSn,"Ca,Mg,Sn",Pnma,62
17324,1525439,Y0.4 Th0.6 Co5,Co5Th0.6Y0.4,"Co,Th,Y",P6/mmm,191
17325,9002181,Ba3 Si12 O27,BaO9Si4,"Ba,O,Si",P3,143
17326,7221145,Nb2 I10,I5Nb,"I,Nb",P-1,2
17327,1509719,Yb2 Si4 Ag4,Ag2Si2Yb,"Ag,Si,Yb",I4/mmm,139
17328,1534619,Nb8 O10,Nb4O5,"Nb,O",P4_2/nmc,137
17329,1523455,Sn16 F32,F2Sn,"F,Sn",C2/c,15
17330,1006150,Dy1 Mn6 Ge6,DyGe6Mn6,"Dy,Ge,Mn",P6/mmm,191
17331,1539301,Ta2.68 Mn1.32 O8,Mn1.32O8Ta2.68,"Mn,O,Ta",Pbcn,60
17332,1530784,Rb16 Cu20 Cl36,Cl9Cu5Rb4,"Cl,Cu,Rb",Pc,7
17333,1538312,Zr8 Cr10 O56,Cr5O28Zr4,"Cr,O,Zr",Pnnm,58
17334,1525712,U8 S8 O76,O19S2U2,"O,S,U",C2/c,15
17335,1522916,Lu4 Ni16 Sn4,LuNi4Sn,"Lu,Ni,Sn",F-43m,216
17336,1524858,Y2 Ga3 Cu1,CuGa3Y2,"Cu,Ga,Y",P6_3/mmc,194
17337,1562925,Yb4 Mn8.384 Al39.616,Al39.616Mn8.384Yb4,"Al,Mn,Yb",P4/nmm,129
17338,1535309,Na4 Ti2 Cl8,Cl4Na2Ti,"Cl,Na,Ti",Pbam,55
17339,9000194,Ta8 Sn4 O28,O7SnTa2,"O,Sn,Ta",C2/c,15
17340,4302689,Tb14.088 Mg5.912 Ge16,Ge16Mg5.912Tb14.088,"Ge,Mg,Tb",Pnma,62
17341,1510394,Er4 In4 Au8,Au2ErIn,"Au,Er,In",Fm-3m,225
17342,1523651,Pr4 Mg12,Mg3Pr,"Mg,Pr",Fm-3m,225
17343,1539108,Nb18 Br48,Br8Nb3,"Br,Nb",R-3m,166
17344,1522021,Ce4 Al28.8 Pd15.2,Al28.8Ce4Pd15.2,"Al,Ce,Pd",I4_1/amd,141
17345,4031666,Ti4 H8,H2Ti,"H,Ti",Fm-3m,225
17346,1522264,Nb6 N2.58 O0.42,N2.58Nb6O0.42,"N,Nb,O",P-31m,162
17347,2101762,Rh24 C96 O48,C4O2Rh,"C,O,Rh",C2/c,15
17348,2002690,Ti1 O1,OTi,"O,Ti",P-6m2,187
17349,9008275,Ge24 Pb8 O56,Ge3O7Pb,"Ge,O,Pb",Pbca,61
17350,4340061,Er4 Al0.6 Ge8,Al0.6Er4Ge8,"Al,Er,Ge",Cmcm,63
17351,1524763,La3.56 Dy0.44,Dy0.44La3.56,"Dy,La",P6_3/mmc,194
17352,4315625,Ba8 Zn4 As8,As2Ba2Zn,"As,Ba,Zn",Ibam,72
17353,2106409,Cs24 W44 O144,Cs6O36W11,"Cs,O,W",Cc,9
17354,7130019,Nb4 Pt6 Se16,Nb2Pt3Se8,"Nb,Pt,Se",Pbam,55
17355,8104459,Cs24 Ga8 P16,Cs3GaP2,"Cs,Ga,P",P2_1/c,14
17356,1527622,Tl12 Pb4 Cl20,Cl5PbTl3,"Cl,Pb,Tl",P4_1,76
17357,1527719,Sc1 Zn1,ScZn,"Sc,Zn",Pm-3m,221
17358,9012342,Hg16 Cl8 O8,ClHg2O,"Cl,Hg,O",C2/c,15
17359,1535189,Lu2 I6 O22,I3LuO11,"I,Lu,O",P-1,2
17360,1528750,Ni18 C6,CNi3,"C,Ni",R-3c,167
17361,1536885,Nd8 Se12 O48,Nd2O12Se3,"Nd,O,Se",C2/c,15
17362,7221362,Sr1 Cd2 Sb2,Cd2Sb2Sr,"Cd,Sb,Sr",P-3m1,164
17363,1524310,Tb1.2 Dy6.8 Fe16,Dy6.8Fe16Tb1.2,"Dy,Fe,Tb",Fd-3m,227
17364,9008985,Ca2 Cl2,CaCl,"Ca,Cl",P4/nmm,129
17365,1524356,Er3 In3 Pt3,ErInPt,"Er,In,Pt",P-62m,189
17366,1008671,Li2 Nb2 O4,LiNbO2,"Li,Nb,O",P6_3/mmc,194
17367,4344472,Ce24 Mg92 Si4,Ce6Mg23Si,"Ce,Mg,Si",Fm-3m,225
17368,1527484,Pr2.6 Ho1.4,Ho1.4Pr2.6,"Ho,Pr",P6_3/mmc,194
17369,1510283,Rb2 Te2 Au2,AuRbTe,"Au,Rb,Te",Pmma,51
17370,2206023,Lu8 Te16 O44,Lu2O11Te4,"Lu,O,Te",C2/c,15
17371,1535317,K18.68 In10.64 Bi16,Bi16In10.64K18.68,"Bi,In,K",P4_3,78
17372,1511561,Ca8 B16 Rh20,B4Ca2Rh5,"B,Ca,Rh",Fmmm,69
17373,1534673,Ca8 As14 Ir16,As7Ca4Ir8,"As,Ca,Ir",P2_1/m,11
17374,2020230,Fe2 Cu2 O4,CuFeO2,"Cu,Fe,O",P6_3/mmc,194
17375,4332979,Gd4 C12 O41,C12Gd4O41,"C,Gd,O",P2_1/c,14
17376,4343646,Os12 C44 O44,C11O11Os3,"C,O,Os",P2_1/c,14
17377,9015287,La3.95 Mo32.096 O56,La3.95Mo32.096O56,"La,Mo,O",Aea2,41
17378,2019750,Li4 B4 C2,B2CLi2,"B,C,Li",P-4m2,115
17379,1521864,La2 Co4 Si4,Co2LaSi2,"Co,La,Si",I4/mmm,139
17380,1541490,Rb8 Al8 O16,AlO2Rb,"Al,O,Rb",Fd-3m,227
17381,1521471,Yb2 Ni8 P4,Ni4P2Yb,"Ni,P,Yb",P4_2/mnm,136
17382,1008815,Sr4 Bi4 O12,BiO3Sr,"Bi,O,Sr",P2_1/c,14
17383,1524574,Dy1 Hg1,DyHg,"Dy,Hg",Pm-3m,221
17384,1007081,Li24 Nb8 O32,Li3NbO4,"Li,Nb,O",I23,197
17385,4127298,H146.002 Rh10 C85.001,C85.001H146.002Rh10,"C,H,Rh",P-1,2
17386,2001902,Cd4 C48 F40,C12CdF10,"C,Cd,F",P2_1/c,14
17387,1537366,Al4 Zn2 Se8,Al2Se4Zn,"Al,Se,Zn",I-4,82
17388,1534271,Ta2 Te8,TaTe4,"Ta,Te",P4cc,103
17389,9014681,K2 Pt1 S6,K2PtS6,"K,Pt,S",P-3m1,164
17390,1531761,Tm1 Mn6 Sn6,Mn6Sn6Tm,"Mn,Sn,Tm",P6/mmm,191
17391,1540263,Ce2 Co4 Si4,CeCo2Si2,"Ce,Co,Si",I4/mmm,139
17392,1010282,Si4 Mo2,MoSi2,"Mo,Si",I4/mmm,139
17393,1524713,Cu1.7 Sn0.3,Cu1.7Sn0.3,"Cu,Sn",Im-3m,229
17394,1511153,Fe8 B4,BFe2,"B,Fe",I4/mcm,140
17395,8103029,Gd1 Ge3,GdGe3,"Gd,Ge",Pmm2,25
17396,1528126,Cs4 Ge4,CsGe,"Cs,Ge",Cmcm,63
17397,1534698,Nb8 P16 S64,NbP2S8,"Nb,P,S",Cmce,64
17398,4001041,Eu4.0274 Ga7.9452 As8,As8Eu4.0274Ga7.9452,"As,Eu,Ga",P2/m,10
17399,1566329,Ca2 V12 O38,CaO19V6,"Ca,O,V",C2/m,12
17400,1524220,Gd1 Co2.5 Ni2.5,Co2.5GdNi2.5,"Co,Gd,Ni",P6/mmm,191
17401,1559493,Mn20 C8,C2Mn5,"C,Mn",C2/c,15
17402,1527259,Rb8 Cu8 Cl24,Cl3CuRb,"Cl,Cu,Rb",C2,5
17403,8103436,Te36.38 Au22.69,Au22.69Te36.38,"Au,Te",P1,1
17404,1541705,K12 Sb20 O56,K3O14Sb5,"K,O,Sb",Pba2,32
17405,1526591,Gd1,Gd,Gd,Pmmm,47
17406,8103424,Cd2.97 Au3,Au3Cd2.97,"Au,Cd",P2/m,10
17407,1509026,Ca2 Al6.6 Ag1.4,Ag1.4Al6.6Ca2,"Ag,Al,Ca",I4/mmm,139
17408,1527522,Hg3 Pb3 F18,F6HgPb,"F,Hg,Pb",R-3c,167
17409,1509725,Tm2 Ag4,Ag2Tm,"Ag,Tm",I4/mmm,139
17410,1524213,Nd1 Co2.5 Ni2.5,Co2.5NdNi2.5,"Co,Nd,Ni",P6/mmm,191
17411,1528544,Sr29.44 Ca14.56 Sb40,Ca14.56Sb40Sr29.44,"Ca,Sb,Sr",I4/mmm,139
17412,1537934,La9.6 Y2.4 Se16,La9.6Se16Y2.4,"La,Se,Y",I-43d,220
17413,2310254,Nb17.6 Ir12,Ir12Nb17.6,"Ir,Nb",P4_2/mnm,136
17414,7117898,Na14 Al6 O16,Al3Na7O8,"Al,Na,O",P-1,2
17415,1528169,U4 Zn46,U2Zn23,"U,Zn",P6_3/mmc,194
17416,2310577,Th2 Sb4,Sb2Th,"Sb,Th",P4/nmm,129
17417,1511031,Ce1 B1 Pt3,BCePt3,"B,Ce,Pt",P4mm,99
17418,1523704,Nb1.38 Tc0.62,Nb1.38Tc0.62,"Nb,Tc",Im-3m,229
17419,1524200,La0.5 Ce0.5 Ni5,Ce0.5La0.5Ni5,"Ce,La,Ni",P6/mmm,191
17420,1563907,V7.862 Ga2.138 O16,Ga2.138O16V7.862,"Ga,O,V",P6_3mc,186
17421,1523752,Al78 Co24,Al13Co4,"Al,Co",Pmn2_1,31
17422,1010902,Ti1 Cd1 O3,CdO3Ti,"Cd,O,Ti",Pm-3m,221
17423,4134861,Mn155.476 Si36.524 N3.36,Mn155.476N3.36Si36.524,"Mn,N,Si",Pnma,62
17424,1524000,Mn2.8 Pd1.2,Mn2.8Pd1.2,"Mn,Pd",Fm-3m,225
17425,4315371,Y1 B3 H12,B3H12Y,"B,H,Y",Pm-3m,221
17426,1522692,Hf8 Ni16,HfNi2,"Hf,Ni",Fd-3m,227
17427,9014258,Al6 P4 O32,Al3O16P2,"Al,O,P",P-1,2
17428,2002338,Co12 As8 O32,As2Co3O8,"As,Co,O",P2_1/c,14
17429,1535904,Be4 Si4 N8,BeN2Si,"Be,N,Si",Pna2_1,33
17430,1536973,Sm16 I24 O176,I3O22Sm2,"I,O,Sm",C2/c,15
17431,1509988,Ti4 Ag32 S24,Ag8S6Ti,"Ag,S,Ti",Pna2_1,33
17432,1530639,Co2 Sb4 O12,CoO6Sb2,"Co,O,Sb",P4_2/mnm,136
17433,1530775,Cd8 Ge8 O24,CdGeO3,"Cd,Ge,O",C2/c,15
17434,7209481,Bi4 B4 O12,BBiO3,"B,Bi,O",P2_1/c,14
17435,9011040,Co4 Sn4 O24,CoO6Sn,"Co,O,Sn",Pn-3m,224
17436,1010101,K2 Ge1 F6,F6GeK2,"F,Ge,K",P-3m1,164
17437,1534535,Ce4 Sm4 I16,CeI4Sm,"Ce,I,Sm",C2/c,15
17438,4334987,Na1 Tc12 Br25,Br25NaTc12,"Br,Na,Tc",P-1,2
17439,1525159,Cu2.68 Sn1.32 Se4,Cu2.68Se4Sn1.32,"Cu,Se,Sn",F-43m,216
17440,1509736,Sr1 Al2.5 Ag2.5,Ag2.5Al2.5Sr,"Ag,Al,Sr",P6/mmm,191
17441,9009449,Co2 H2 O4,CoHO2,"Co,H,O",P6_3/mmc,194
17442,1536917,Sc1.2 Fe4 Si9.86,Fe4Sc1.2Si9.86,"Fe,Sc,Si",P6_3/mmc,194
17443,1527808,Eu2 Zn2 Si2,EuSiZn,"Eu,Si,Zn",P6_3/mmc,194
17444,7222854,Pb10 S4 I12,I6Pb5S2,"I,Pb,S",C2/m,12
17445,9012583,Ni2 Sb4,NiSb2,"Ni,Sb",Pnnm,58
17446,1522456,Y2 Ti4 Ga8,Ga4Ti2Y,"Ga,Ti,Y",I4/mmm,139
17447,1539323,Nb8 N10,N5Nb4,"N,Nb",I4/m,87
17448,1522203,Mn5.7 Ga2.3,Ga2.3Mn5.7,"Ga,Mn",I4/mmm,139
17449,2002265,La8 Co4 O16,CoLa2O4,"Co,La,O",I4/mmm,139
17450,1521300,V10 O18,O9V5,"O,V",P-1,2
17451,1524359,Dy3 Tl3 Pd3,DyPdTl,"Dy,Pd,Tl",P-62m,189
17452,2002311,Ta8 Zn4 O24,O6Ta2Zn,"O,Ta,Zn",Pbcn,60
17453,9011693,Ag4 I4,AgI,"Ag,I",F-43m,216
17454,4000633,Gd2 Ni1.262 Sb4,Gd2Ni1.262Sb4,"Gd,Ni,Sb",P4/nmm,129
17455,2002789,Cu8 As4 O18,As2Cu4O9,"As,Cu,O",P-1,2
17456,4077065,Mo2 H36.0 C24.0,C12H18Mo,"C,H,Mo",P6_3/m,176
17457,4318189,Ag6 C3 O9,Ag2CO3,"Ag,C,O",P-62m,189
17458,1538044,Nb3 S6,NbS2,"Nb,S",R-3m,166
17459,1530423,Zr6 Al6 C10.32,Al6C10.32Zr6,"Al,C,Zr",P6_3/mmc,194
17460,1524908,Gd2 Tl2 Cu2,CuGdTl,"Cu,Gd,Tl",P6_3/mmc,194
17461,5910066,Ca1 Sn3,CaSn3,"Ca,Sn",Pm-3m,221
17462,1538509,Hg6,Hg,Hg,P6/mmm,191
17463,4003908,Ca41.9 Mn4.304 Sb36,Ca41.9Mn4.304Sb36,"Ca,Mn,Sb",P4_2/mnm,136
17464,8103482,Ga2.7 B5 Ir9,B5Ga2.7Ir9,"B,Ga,Ir",P-62m,189
17465,1534983,U4 Te16 Br20,Br5Te4U,"Br,Te,U",P-1,2
17466,1524065,Th2 Cu1,CuTh2,"Cu,Th",P6/mmm,191
17467,1522559,Nb6 Ga2,GaNb3,"Ga,Nb",Pm-3n,223
17468,1547992,Gd4 S2 O16,Gd2O8S,"Gd,O,S",C2/m,12
17469,1539058,Nd2 Mn4 Si4,Mn2NdSi2,"Mn,Nd,Si",I4/mmm,139
17470,1527679,Er4 Ga4 Ni4,ErGaNi,"Er,Ga,Ni",Imma,74
17471,2310836,Ho2 Se1 O2,Ho2O2Se,"Ho,O,Se",P-3m1,164
17472,1520849,Mg1.026 Fe11.316 O18,Fe11.316Mg1.026O18,"Fe,Mg,O",R-3c,167
17473,1532621,K4 H16 F20,F5H4K,"F,H,K",I4_1/a,88
17474,1100005,La1 B6,B6La,"B,La",Pm-3m,221
17475,1524545,Ce1 Cu5,CeCu5,"Ce,Cu",P6/mmm,191
17476,4316718,Ba2 Ga8 Se14,BaGa4Se7,"Ba,Ga,Se",Pc,7
17477,1536948,Dy4 In32 Pt14,Dy2In16Pt7,"Dy,In,Pt",Cmmm,65
17478,1522953,Fe1.5 Ni1.5 Pt1,Fe1.5Ni1.5Pt,"Fe,Ni,Pt",Pm-3m,221
17479,2002271,Sr8 In8 O20,In2O5Sr2,"In,O,Sr",Ima2,46
17480,1532008,Hf2 Br2 N2,BrHfN,"Br,Hf,N",Pmmn,59
17481,1511409,Li24 B112,B14Li3,"B,Li",I-42d,122
17482,7044262,Pr8 Ge24 Pd4,Ge6PdPr2,"Ge,Pd,Pr",C2/m,12
17483,1522903,Sm6 Zn51,Sm2Zn17,"Sm,Zn",R-3m,166
17484,1522057,Gd2 Ti2 Ge2,GdGeTi,"Gd,Ge,Ti",P4/nmm,129
17485,1525992,Cr4 Te4,CrTe,"Cr,Te",Pnma,62
17486,9007748,Tm8 Zn4 S16,S4Tm2Zn,"S,Tm,Zn",Pnma,62
17487,4106584,Bi4 I4 O16,BiIO4,"Bi,I,O",Pca2_1,29
17488,2310950,Nd3 In1,InNd3,"In,Nd",Pm-3m,221
17489,9014311,U8 Si2.72 Os13.28,Os13.28Si2.72U8,"Os,Si,U",Fd-3m,227
17490,9011571,Fe9.86 O16,Fe9.86O16,"Fe,O",P6_3mc,186
17491,2009320,Fe8 H112 C128,C16FeH14,"C,Fe,H",Pbca,61
17492,1010159,Al4 Tl8 F20,AlF5Tl2,"Al,F,Tl",Cmcm,63
17493,2000353,Th4 C80 Cl8,C20Cl2Th,"C,Cl,Th",Fmm2,42
17494,4342502,Cr24 Bi12 Se52,Bi3Cr6Se13,"Bi,Cr,Se",Cm,8
17495,1510217,Li8 Sb4 Au4,AuLi2Sb,"Au,Li,Sb",Fd-3m,227
17496,1536690,Li4 Sn16 Rh4,LiRhSn4,"Li,Rh,Sn",I4/mcm,140
17497,1524199,Fe1.42 Ni0.58,Fe1.42Ni0.58,"Fe,Ni",Im-3m,229
17498,1522465,Hf5.28 Sc2.72 Ga8,Ga8Hf5.28Sc2.72,"Ga,Hf,Sc",I4_1/amd,141
17499,4030910,Mg1 Al2 C2,Al2C2Mg,"Al,C,Mg",P-3m1,164
17500,1540302,Ce4 Cu2 Ge12,Ce2CuGe6,"Ce,Cu,Ge",Amm2,38
17501,2310417,Na8 P8 O24,NaO3P,"Na,O,P",P2_1/c,14
17502,1541417,Rb4 B4,BRb,"B,Rb",Fm-3m,225
17503,1530743,U8 Se8 O80,O10SeU,"O,Se,U",C2/c,15
17504,1539300,Mn4 Sb5.6 Pd6.4,Mn4Pd6.4Sb5.6,"Mn,Pd,Sb",Fm-3m,225
17505,9015381,Cs4 S4 O12,CsO3S,"Cs,O,S",P-62c,190
17506,1509323,Rb4 Ag4 F12,AgF3Rb,"Ag,F,Rb",I4/mcm,140
17507,4326683,Lu20 Te8 Au8,Au2Lu5Te2,"Au,Lu,Te",Cmce,64
17508,1539437,Sr4 O24,O6Sr,"O,Sr",C2/c,15
17509,2012343,Ca24 Ir6 O36,Ca4IrO6,"Ca,Ir,O",R-3c,167
17510,8103577,Li36 V12 F72,F6Li3V,"F,Li,V",C2/c,15
17511,1000179,Na0.22 Fe2 F6,F6Fe2Na0.22,"F,Fe,Na",R-3c,167
17512,2020224,Cu3 P6 O32,Cu3O32P6,"Cu,O,P",P-1,2
17513,4134531,In32 Te4 Ir8,In8Ir2Te,"In,Ir,Te",Pm,6
17514,9016206,Sr4 B22 O44,B11O22Sr2,"B,O,Sr",P2_1,4
17515,9013900,Bi8 Au16,Au2Bi,"Au,Bi",Fd-3m,227
17516,1562862,La8 Ti16 Al160,Al20LaTi2,"Al,La,Ti",Fd-3m,227
17517,4124463,K4 Zr24 I56,I14KZr6,"I,K,Zr",Cmce,64
17518,4128982,Cu18.006 Se54 I18,Cu18.006I18Se54,"Cu,I,Se",R-3m,166
17519,9011250,K8 Ho16 F56,F7Ho2K,"F,Ho,K",C2/m,12
17520,1530103,V14 O26,O13V7,"O,V",P-1,2
17521,1531269,Gd3 Zn4.79 Ge1.21,Gd3Ge1.21Zn4.79,"Gd,Ge,Zn",P-62m,189
17522,1544468,Eu8 Zr8 O119.36,Eu8O119.36Zr8,"Eu,O,Zr",Fd-3m,227
17523,1528606,Al4 B4 Mo4,AlBMo,"Al,B,Mo",Cmcm,63
17524,1531597,Mn5.547 Al5.62 Si8.607,Al5.62Mn5.547Si8.607,"Al,Mn,Si",P-6,174
17525,9011448,Mg6 B4 O12,B2Mg3O6,"B,Mg,O",Pnnm,58
17526,4117532,Sc6 Fe6 O18,FeO3Sc,"Fe,O,Sc",R3c,161
17527,4334563,Zn356 Cr16 Au40,Au10Cr4Zn89,"Au,Cr,Zn",F-43m,216
17528,1536514,Tb4 I12 O36,I3O9Tb,"I,O,Tb",P2_1/c,14
17529,4003074,Ni4 Bi8,Bi2Ni,"Bi,Ni",C2/m,12
17530,4124782,Tb4 O7.24,O7.24Tb4,"O,Tb",Fm-3m,225
17531,2310706,Mn12 F36,F3Mn,"F,Mn",C2/c,15
17532,1524494,Eu0.4 Pd3.6,Eu0.4Pd3.6,"Eu,Pd",Fm-3m,225
17533,4113418,Zn32 Ga128 S264,Ga16S33Zn4,"Ga,S,Zn",I4_1/acd,142
17534,1535357,Mg57.84 In20.16 Ir18,In20.16Ir18Mg57.84,"In,Ir,Mg",R-3c,167
17535,1557209,Cs4 Br4 F16,BrCsF4,"Br,Cs,F",Immm,71
17536,1010123,Cs1 Cd1 Cl3,CdCl3Cs,"Cd,Cl,Cs",Pm-3m,221
17537,1011058,Pb2 Cl2 F2,ClFPb,"Cl,F,Pb",P4/nmm,129
17538,1518709,Ca4 S24 N28,CaN7S6,"Ca,N,S",P2_1/c,14
17539,2310888,Nd8 Rh16,NdRh2,"Nd,Rh",Fd-3m,227
17540,1529666,K4.74 Al33 O51,Al33K4.74O51,"Al,K,O",R-3m,166
17541,9002907,Mg8 Si8 O24,MgO3Si,"Mg,O,Si",C2/c,15
17542,1521218,Na12 Eu18 N48,Eu3N8Na2,"Eu,N,Na",Fddd,70
17543,1536935,Na40 Ga8 O32,GaNa5O4,"Ga,Na,O",Pbca,61
17544,1001381,K3 U3.006 O10.5,K3O10.5U3.006,"K,O,U",R-3m,166
17545,1537165,Zr48 V48 O16,OV3Zr3,"O,V,Zr",Fd-3m,227
17546,1535449,Mn8 N32 O80,MnN4O10,"Mn,N,O",Pca2_1,29
17547,1528093,Li20 Ga4 O16,GaLi5O4,"Ga,Li,O",P4_2/nmc,137
17548,4002656,Na1.62 Al1.62 Sn4.38,Al1.62Na1.62Sn4.38,"Al,Na,Sn",P6_122,178
17549,4344123,Ba16 Bi12,Ba4Bi3,"Ba,Bi",I-43d,220
17550,4344294,Hf6 Bi20 Cl36,Bi10Cl18Hf3,"Bi,Cl,Hf",P6_3/m,176
17551,1536640,K8 Ge4 Te16,GeK2Te4,"Ge,K,Te",P2_1/c,14
17552,4066754,Co4 H76 C52,C13CoH19,"C,Co,H",P2_1/c,14
17553,1514035,Mn6 O12,MnO2,"Mn,O",C2/m,12
17554,1524027,Ce8 Ir8 Pt8,CeIrPt,"Ce,Ir,Pt",Fd-3m,227
17555,2310079,V3 Au1,AuV3,"Au,V",Pm-3m,221
17556,4002408,Yb10 Sb6,Sb3Yb5,"Sb,Yb",P6_3/mcm,193
17557,1521458,Ce7 O12,Ce7O12,"Ce,O",R-3,148
17558,1511596,Cr6 Ni2 B12,B6Cr3Ni,"B,Cr,Ni",Cmcm,63
17559,9012840,Cu5 As2 O12,As2Cu5O12,"As,Cu,O",P-1,2
17560,2104684,Cr3.1254 P1.5 O7.626,Cr3.1254O7.626P1.5,"Cr,O,P",Pm,6
17561,1522181,Pr8 Cu4 O16,CuO4Pr2,"Cu,O,Pr",Cmce,64
17562,4331338,Ca44 Pb12 C32,C8Ca11Pb3,"C,Ca,Pb",P2_1/c,14
17563,1524801,Fe3.43 Ge1.95,Fe3.43Ge1.95,"Fe,Ge",P6_3/mmc,194
17564,1534016,Tm20 Si8 Sb8,Sb2Si2Tm5,"Sb,Si,Tm",Cmce,64
17565,1523736,Ho3 Ga7.2 Ni7.8,Ga7.2Ho3Ni7.8,"Ga,Ho,Ni",P6/mmm,191
17566,4101879,H48 Ru2 C36,C18H24Ru,"C,H,Ru",P2_1,4
17567,1521071,Pd10 N36 Cl20,Cl10N18Pd5,"Cl,N,Pd",P4_2/nmc,137
17568,4343854,Li5.52 Ca42.48 Sb36,Ca42.48Li5.52Sb36,"Ca,Li,Sb",P4_2/mnm,136
17569,1522253,Mg1 P4 Rh6,MgP4Rh6,"Mg,P,Rh",P-6m2,187
17570,4507418,Yb4 Ga12 Cu4,CuGa3Yb,"Cu,Ga,Yb",C2/m,12
17571,1535405,Ti6 Tl0.76 Se8,Se8Ti6Tl0.76,"Se,Ti,Tl",P6_3/m,176
17572,1510900,Nd4 Co14 B6,B3Co7Nd2,"B,Co,Nd",P6/mmm,191
17573,1511670,Dy3 Co11 B4,B4Co11Dy3,"B,Co,Dy",P6/mmm,191
17574,1521901,K2 Mn2 Sb2,KMnSb,"K,Mn,Sb",P4/nmm,129
17575,1528705,Mg4 As4 O14,As2Mg2O7,"As,Mg,O",C2/m,12
17576,1510748,Lu0.95 V0.05 B2,B2Lu0.95V0.05,"B,Lu,V",P6/mmm,191
17577,1536895,Cs32 Bi64 F224,Bi2CsF7,"Bi,Cs,F",C222_1,20
17578,1539145,Fe6.32 Si4 O16,Fe6.32O16Si4,"Fe,O,Si",P2_1/c,14
17579,2108844,Mg4 Te4 O32,MgO8Te,"Mg,O,Te",I-42d,122
17580,1524962,Eu6 Mg30,EuMg5,"Eu,Mg",P6_3/mmc,194
17581,4324667,U4 B32 O68,B8O17U,"B,O,U",Cc,9
17582,1534872,Ga12 Ru4,Ga3Ru,"Ga,Ru",P4_2/mnm,136
17583,9014085,Na2 Sb2 O14,NaO7Sb,"Na,O,Sb",P6_3mc,186
17584,8102898,Sm8 Te16 O44,O11Sm2Te4,"O,Sm,Te",C2/c,15
17585,1534344,Li8 Te8 O20,Li2O5Te2,"Li,O,Te",P2_1/c,14
17586,4337945,Cd96 As64,As2Cd3,"As,Cd",I4_1/acd,142
17587,1523075,Hf4 Mn8,HfMn2,"Hf,Mn",P6_3/mmc,194
17588,9010610,Sn52.32 S8 O80,O80S8Sn52.32,"O,S,Sn",Pbca,61
17589,9009166,Ca2 H2 Br2,BrCaH,"Br,Ca,H",P4/nmm,129
17590,1523171,Nd0.5 Gd0.5 Zn1,Gd0.5Nd0.5Zn,"Gd,Nd,Zn",Pm-3m,221
17591,3000246,Ca12 Si12 H13.6,Ca12H13.6Si12,"Ca,H,Si",Pnma,62
17592,4304104,Sr10.48 Hg54.52,Hg54.52Sr10.48,"Hg,Sr",P-6,174
17593,1526289,Pr1 Sb1,PrSb,"Pr,Sb",P4/mmm,123
17594,1000208,K4 Al4 F16,AlF4K,"Al,F,K",P2_1/m,11
17595,1524738,Zr8 Cr16,Cr2Zr,"Cr,Zr",Fd-3m,227
17596,1510068,Ca3 Au1 N1,AuCa3N,"Au,Ca,N",Pm-3m,221
17597,9009982,Ti7.92 Ni9,Ni9Ti7.92,"Ni,Ti",P-3,147
17598,8104478,K16 Te16 As8,AsK2Te2,"As,K,Te",Pnma,62
17599,1527552,Dy2 Cu2 Ge2,CuDyGe,"Cu,Dy,Ge",P6_3/mmc,194
17600,1509302,Dy9.996 Ag2.004 S16,Ag2.004Dy9.996S16,"Ag,Dy,S",I-43d,220
17601,1532606,Li4 U4 N8,LiN2U,"Li,N,U",I4_1/amd,141
17602,1521787,Ca6 Si2 Br4,Br2Ca3Si,"Br,Ca,Si",Cm,8
17603,1541056,Ta4 Ni8 Te8,Ni2TaTe2,"Ni,Ta,Te",Pnma,62
17604,1537477,Li53.3328 Si10.6672 N32,Li53.3328N32Si10.6672,"Li,N,Si",Ia-3,206
17605,1524132,Sm1 Co5,Co5Sm,"Co,Sm",P6/mmm,191
17606,8103474,Li5.56 Ni32 B15.44,B15.44Li5.56Ni32,"B,Li,Ni",P4/mbm,127
17607,7043831,Th4 Cu20 P12,Cu5P3Th,"Cu,P,Th",Pnma,62
17608,4506592,Mn8 Ag1.56 O16,Ag1.56Mn8O16,"Ag,Mn,O",I4/m,87
17609,4318777,Rb3 Er3 Se6,ErRbSe2,"Er,Rb,Se",R-3m,166
17610,2220433,Mo8 H68 C56,C14H17Mo2,"C,H,Mo",Pnma,62
17611,9008681,Na4 I4,INa,"I,Na",Fm-3m,225
17612,2101737,Ni12 C378 Br18,Br3C63Ni2,"Br,C,Ni",R3c,161
17613,9007595,Sn4 W4 O16,O4SnW,"O,Sn,W",Pnna,52
17614,1001842,K16 Nb24 O68,K4Nb6O17,"K,Nb,O",Pna2_1,33
17615,1522999,Mn1.08 Zn2.92,Mn1.08Zn2.92,"Mn,Zn",Fm-3m,225
17616,2102123,Ta8 O20,O5Ta2,"O,Ta",C2/c,15
17617,1522976,Ti0.4 Fe1.6,Fe1.6Ti0.4,"Fe,Ti",Im-3m,229
17618,1534924,Ba8 Nb16 O48,BaNb2O6,"Ba,Nb,O",C222_1,20
